runtime,title,directors,genres
102.0,The Ambushers,Henry Levin,"Action,Comedy,Sci-Fi"
111.0,Day of Anger,Tonino Valerii,"Action,Drama,Western"
164.0,Munich,Steven Spielberg,"Drama,History,Thriller"
134.0,The Producers,Susan Stroman,"Comedy,Crime,Musical"
103.0,Transamerica,Duncan Tucker,"Adventure,Comedy,Drama"
97.0,Rumor Has It...,Rob Reiner,"Comedy,Drama,Romance"
94.0,Cheaper by the Dozen 2,Adam Shankman,"Adventure,Comedy,Family"
90.0,Fun with Dick and Jane,Dean Parisot,"Comedy,Crime"
94.0,The Ringer,Barry W. Blaustein,"Comedy,Sport"
112.0,Casanova,Lasse Hallström,"Adventure,Comedy,Drama"
103.0,Mrs Henderson Presents,Stephen Frears,"Comedy,Drama,Music"
135.0,The White Countess,James Ivory,"Drama,History,Romance"
91.0,Dirty Love,John Asher,"Comedy,Romance"
97.0,The Spirit of the Beehive,Víctor Erice,"Drama,Fantasy"
84.0,Our Father,Mahamat-Saleh Haroun,Drama
118.0,Interrogation,Ryszard Bugajski,"Crime,Drama,Thriller"
78.0,Richard Pryor: Live in Concert,Jeff Margolis,"Comedy,Documentary"
82.0,Kevin & Perry Go Large,Ed Bye,"Comedy,Music"
94.0,The Ear,Karel Kachyna,"Drama,Thriller"
116.0,The Debutantes,Andrés Waissbluth,"Crime,Drama,Thriller"
2.0,Luxo Jr.,,
103.0,Keeping Mum,Niall Johnson,"Comedy,Crime"
141.0,Paheli,Amol Palekar,"Comedy,Drama,Fantasy"
85.0,Goodnight Mister Tom,,
108.0,Late Spring,Yasujirô Ozu,"Comedy,Drama"
92.0,The Dentist,Brian Yuzna,"Horror,Thriller"
130.0,David Copperfield,George Cukor,"Adventure,Drama,Family"
98.0,Family,Fernando León de Aranoa,"Comedy,Drama"
68.0,How to Irritate People,,
112.0,Threads,,
90.0,Yamakasi,"Ariel Zeitoun, Julien Seri","Action,Crime,Drama"
88.0,Love's Enduring Promise,,
0.0,After Image,Robert Manganelli,"Drama,Thriller"
90.0,After Midnight,"Jim Wheat, Ken Wheat","Horror,Thriller"
135.0,The New World,Terrence Malick,"Biography,Drama,History"
25.0,Voices of a Distant Star,,
113.0,"When You Comin' Back, Red Ryder?",Milton Katselas,Drama
102.0,Christmas in Connecticut,Peter Godfrey,"Comedy,Romance"
101.0,She,"Lansing C. Holden, Irving Pichel","Adventure,Fantasy,Romance"
84.0,Passport to Pimlico,Henry Cornelius,Comedy
82.0,Whisky Galore!,Alexander Mackendrick,"Comedy,Crime"
85.0,A Run for Your Money,Charles Frend,Comedy
90.0,The Master of Ballantrae,William Keighley,"Action,Adventure,History"
100.0,7 Faces of Dr. Lao,George Pal,"Comedy,Fantasy,Mystery"
122.0,Samurai Assassin,Kihachi Okamoto,"Action,Adventure,Drama"
102.0,Lies My Father Told Me,Ján Kadár,Drama
124.0,We All Loved Each Other So Much,Ettore Scola,"Comedy,Drama"
84.0,The Boys of Baraka,"Heidi Ewing, Rachel Grady",Documentary
74.0,Tartuffe,F.W. Murnau,"Comedy,Drama"
115.0,Sympathy for Lady Vengeance,Park Chan-wook,"Crime,Drama,Thriller"
90.0,Boys Don't Cry,Olaf Lubaszenko,"Comedy,Crime"
92.0,Superprodukcja,Juliusz Machulski,Comedy
88.0,Grand Theft Parsons,David Caffrey,"Adventure,Comedy,Drama"
92.0,Devil's Pond,Joel Viertel,"Drama,Thriller"
90.0,The Cross of Lorraine,Tay Garnett,"Drama,War"
98.0,The Cutting Edge: The Magic of Movie Editing,Wendy Apple,"Documentary,History"
104.0,The Quiller Memorandum,Michael Anderson,"Crime,Drama,Mystery"
121.0,49th Parallel,Michael Powell,"Drama,Thriller,War"
96.0,Yesterday,Darrell Roodt,Drama
97.0,Penelope,Arthur Hiller,"Comedy,Crime"
99.0,Ted Bundy,Matthew Bright,"Biography,Crime,Drama"
84.0,District B13,Pierre Morel,"Action,Crime,Sci-Fi"
95.0,BloodRayne,Uwe Boll,"Action,Fantasy,Horror"
94.0,Hostel,Eli Roth,Horror
94.0,Grandma's Boy,Nicholaus Goossen,Comedy
125.0,Tristan & Isolde,Kevin Reynolds,"Action,Drama,Romance"
118.0,Glory Road,James Gartner,"Biography,Drama,Sport"
112.0,Last Holiday,Wayne Wang,"Comedy,Drama,Romance"
80.0,Hoodwinked!,"Cory Edwards, Todd Edwards, Tony Leech","Adventure,Animation,Comedy"
98.0,April's Shower,Trish Doolan,"Comedy,Romance"
106.0,Underworld: Evolution,Len Wiseman,"Action,Fantasy,Thriller"
98.0,Looking for Comedy in the Muslim World,Albert Brooks,Comedy
90.0,Casper Meets Wendy,,
108.0,Hell Drivers,Cy Endfield,"Crime,Drama,Film-Noir"
97.0,Shadows of Forgotten Ancestors,Sergei Parajanov,"Drama,Romance"
93.0,Buried Alive,,
118.0,Séance,,
100.0,Hallelujah,King Vidor,"Drama,Musical"
113.0,Cul-de-sac,Roman Polanski,"Comedy,Drama,Thriller"
107.0,Riding Alone for Thousands of Miles,Yimou Zhang,Drama
110.0,Confidentially Yours,François Truffaut,"Comedy,Crime,Mystery"
126.0,Revolution,Hugh Hudson,"Adventure,Drama,History"
106.0,Project A,"Jackie Chan, Sammo Kam-Bo Hung","Action,Adventure,Comedy"
106.0,A Woman's Face,George Cukor,"Drama,Film-Noir,Thriller"
173.0,Sword of Gideon,,
84.0,Little Manhattan,Mark Levin,"Comedy,Family,Romance"
102.0,Crocodile,Kim Ki-duk,Drama
90.0,The Lower Depths,Jean Renoir,"Crime,Drama,Romance"
108.0,Vinci,Juliusz Machulski,"Comedy,Crime"
88.0,The Ordeal,Fabrice du Welz,"Drama,Horror,Thriller"
90.0,The Dunwich Horror,Daniel Haller,Horror
82.0,The Creeping Unknown,Val Guest,"Horror,Sci-Fi"
89.0,Hellraiser: Hellseeker,,
128.0,Inside Daisy Clover,Robert Mulligan,"Drama,Music,Romance"
86.0,Gamera vs. Gyaos,"Noriaki Yuasa, Shigeo Tanaka","Family,Fantasy,Sci-Fi"
95.0,Over the Edge,Jonathan Kaplan,"Crime,Drama"
100.0,Roads to Koktebel,"Boris Khlebnikov, Alexei Popogrebsky","Adventure,Drama,Romance"
67.0,Swamp Women,Roger Corman,"Adventure,Crime,Drama"
106.0,8MM 2,,
112.0,On Probation,Damián Szifron,"Action,Comedy,Crime"
97.0,Bombón: The Dog,Carlos Sorin,Drama
118.0,The Bird People in China,Takashi Miike,"Adventure,Comedy,Drama"
86.0,Thoughtcrimes,,
115.0,Water,Deepa Mehta,Drama
175.0,The Temptations,,
117.0,Sophie Scholl: The Final Days,Marc Rothemund,"Biography,Crime,Drama"
87.0,The Big House,"George W. Hill, Ward Wing","Crime,Drama,Thriller"
102.0,Uuno Turhapuro armeijan leivissä,Ere Kokkonen,Comedy
135.0,Matti: Hell Is for Heroes,Aleksi Mäkelä,"Biography,Comedy,Drama"
127.0,The World's Fastest Indian,Roger Donaldson,"Biography,Drama,Sport"
102.0,As Tears Go By,Wong Kar-Wai,"Crime,Drama,Romance"
93.0,Bandidas,"Joachim Rønning, Espen Sandberg","Action,Comedy,Crime"
76.0,Made in Britain,,
94.0,A Cock and Bull Story,Michael Winterbottom,Comedy
88.0,The Bitter Tea of General Yen,Frank Capra,"Drama,Romance,War"
97.0,Love in the Afternoon,Éric Rohmer,"Comedy,Drama,Romance"
132.0,Charlie: The Life and Art of Charles Chaplin,Richard Schickel,"Biography,Documentary"
99.0,Wilby Wonderful,Daniel MacIvor,"Comedy,Drama,Romance"
100.0,The Mystery of Rampo,"Rintarô Mayuzumi, Kazuyoshi Okuyama","Drama,Mystery"
137.0,Helter Skelter,,
105.0,French Fried Vacation,Patrice Leconte,"Comedy,Romance"
108.0,Annapolis,Justin Lin,"Drama,Romance,Sport"
99.0,Big Momma's House 2,John Whitesell,"Comedy,Crime"
97.0,Nanny McPhee,Kirk Jones,"Comedy,Family,Fantasy"
114.0,Sweet November,Robert Ellis Miller,"Comedy,Drama,Romance"
81.0,Double Dare,Amanda Micheli,Documentary
87.0,The Dark,John Fawcett,"Drama,Fantasy,Horror"
93.0,Panic in Year Zero!,Ray Milland,"Action,Sci-Fi,Thriller"
113.0,Here Comes the Groom,Frank Capra,"Comedy,Musical,Romance"
99.0,Julie,Andrew L. Stone,"Crime,Drama,Film-Noir"
98.0,Tea for Two,David Butler,"Comedy,Musical,Romance"
141.0,Green Dolphin Street,Victor Saville,"Adventure,Drama,Romance"
113.0,Lt. Robin Crusoe U.S.N.,Byron Paul,"Adventure,Comedy,Family"
112.0,Bye Bye Birdie,George Sidney,"Comedy,Musical"
103.0,The Comedians of Comedy,Michael Blieden,"Comedy,Documentary"
125.0,The Honey Pot,Joseph L. Mankiewicz,"Comedy,Crime,Mystery"
106.0,The Tuskegee Airmen,,
93.0,Final Destination 3,James Wong,"Horror,Thriller"
100.0,I Could Go on Singing,Ronald Neame,"Drama,Music"
99.0,Something New,Sanaa Hamri,"Comedy,Drama,Romance"
93.0,Free Money,Yves Simoneau,"Comedy,Crime"
95.0,The Wind,Victor Sjöström,"Drama,Romance,Thriller"
100.0,Dave Chappelle's Block Party,Michel Gondry,"Comedy,Documentary,Music"
124.0,Madame Curie,"Mervyn LeRoy, Albert Lewin","Biography,Drama,Romance"
110.0,Orfeu,Carlos Diegues,"Crime,Drama,Music"
0.0,The Sex of the Stars,Paule Baillargeon,Drama
93.0,Imagine Me & You,Ol Parker,"Comedy,Drama,Romance"
123.0,Mississippi Mermaid,François Truffaut,"Crime,Drama,Romance"
101.0,Good Old Daze,Cédric Klapisch,"Comedy,Drama,Romance"
117.0,Place Vendome,Nicole Garcia,"Crime,Drama"
96.0,Broken Lance,Edward Dmytryk,"Adventure,Drama,Western"
132.0,The Four Horsemen of the Apocalypse,Rex Ingram,"Drama,Romance,War"
86.0,Sabah,Ruba Nadda,"Comedy,Drama,Romance"
47.0,The Call of Cthulhu,Andrew Leman,"Horror,Mystery"
93.0,The Pink Panther,Shawn Levy,"Adventure,Comedy,Crime"
82.0,Troll,John Carl Buechler,"Comedy,Fantasy,Horror"
96.0,The Business,Nick Love,"Crime,Drama,Thriller"
86.0,Curious George,Matthew O'Callaghan,"Adventure,Animation,Comedy"
105.0,Firewall,Richard Loncraine,"Crime,Thriller"
82.0,The Great McGinty,Preston Sturges,"Comedy,Drama"
92.0,Le créateur,Albert Dupontel,Comedy
90.0,The White Diamond,Werner Herzog,Documentary
76.0,Tony Takitani,Jun Ichikawa,Drama
87.0,When a Stranger Calls,Simon West,"Horror,Thriller"
98.0,Tamara,Jeremy Haft,"Drama,Fantasy,Horror"
92.0,London,Hunter Richards,"Drama,Romance"
99.0,Neil Young: Heart of Gold,Jonathan Demme,"Documentary,Music"
113.0,Freedomland,Joe Roth,"Crime,Drama,Mystery"
98.0,Winter Passing,Adam Rapp,"Comedy,Drama"
120.0,Eight Below,Frank Marshall,"Adventure,Drama,Family"
83.0,Date Movie,"Aaron Seltzer, Jason Friedberg","Comedy,Romance"
122.0,Running Scared,Wayne Kramer,"Action,Crime,Drama"
110.0,Madea's Family Reunion,Tyler Perry,"Comedy,Drama,Romance"
85.0,Doogal,"Dave Borthwick, Jean Duval, Frank Passingham","Adventure,Animation,Comedy"
87.0,Ultraviolet,Kurt Wimmer,"Action,Sci-Fi"
103.0,Just My Luck,Donald Petrie,"Comedy,Fantasy,Romance"
90.0,Pulse,Jim Sonzero,"Horror,Sci-Fi,Thriller"
41.0,Deep Sea 3D,,
105.0,16 Blocks,Richard Donner,"Action,Drama,Thriller"
125.0,Agatha and the Storm,Silvio Soldini,"Comedy,Romance"
97.0,Bongwater,Richard Sears,"Comedy,Drama,Romance"
106.0,Trauma,Dario Argento,"Horror,Mystery,Thriller"
101.0,Election,Johnnie To,"Crime,Drama,Thriller"
110.0,Half Light,Craig Rosenberg,"Drama,Horror,Mystery"
87.0,Twist of Faith,Kirby Dick,Documentary
97.0,Failure to Launch,Tom Dey,"Comedy,Romance"
72.0,Ultimate Avengers,,
91.0,Ice Age: The Meltdown,Carlos Saldanha,"Adventure,Animation,Comedy"
150.0,All Quiet on the Western Front,,
100.0,The Big White,Mark Mylod,"Comedy,Crime,Drama"
105.0,Stromboli,Roberto Rossellini,Drama
112.0,Cyrano de Bergerac,Michael Gordon,"Adventure,Drama,Romance"
107.0,Shinobi: Heart Under Blade,Ten Shimoyama,"Action,Drama,Fantasy"
87.0,Every Man for Himself,Jean-Luc Godard,Drama
43.0,Chronos,,
88.0,Five Children and It,John Stephenson,"Adventure,Family,Fantasy"
90.0,Free Zone,Amos Gitai,"Comedy,Drama"
91.0,The Naked Spur,Anthony Mann,"Drama,Thriller,Western"
96.0,The Prince & Me 2: The Royal Wedding,,
117.0,Ask the Dust,Robert Towne,"Drama,Romance"
132.0,V for Vendetta,James McTeigue,"Action,Drama,Sci-Fi"
105.0,She's the Man,Andy Fickman,"Comedy,Romance,Sport"
92.0,Thank You for Smoking,Jason Reitman,"Comedy,Drama"
125.0,Find Me Guilty,Sidney Lumet,"Biography,Comedy,Crime"
129.0,Inside Man,Spike Lee,"Crime,Drama,Mystery"
94.0,Tsotsi,Gavin Hood,"Crime,Drama"
104.0,Aquamarine,Elizabeth Allen Rosenbaum,"Comedy,Family,Fantasy"
103.0,The Illustrated Man,Jack Smight,"Drama,Fantasy,Horror"
85.0,Leprechaun 2,Rodman Flender,"Comedy,Fantasy,Horror"
90.0,Leprechaun 3,,
95.0,Leprechaun 4: In Space,,
90.0,Leprechaun in the Hood,,
124.0,The Dark at the Top of the Stairs,Delbert Mann,Drama
98.0,Story of a Love Affair,Michelangelo Antonioni,"Crime,Drama,Romance"
97.0,The Man Who Sued God,Mark Joffe,"Comedy,Drama,Romance"
78.0,Lights in the Dusk,Aki Kaurismäki,"Crime,Drama"
86.0,Kummeli Stories,Matti Grönberg,"Comedy,Musical,Sport"
64.0,Stranger on the Third Floor,Boris Ingster,"Crime,Drama,Film-Noir"
107.0,The Hills Have Eyes,Alexandre Aja,"Horror,Thriller"
98.0,The Shaggy Dog,Brian Robbins,"Comedy,Family,Fantasy"
225.0,A Personal Journey with Martin Scorsese Through American Movies,,
96.0,Inspector Clouseau,Bud Yorkin,"Comedy,Crime,Mystery"
93.0,Son of the Pink Panther,Blake Edwards,"Comedy,Crime"
88.0,Unknown White Male,Rupert Murray,"Biography,Documentary"
137.0,The Lives of Others,Florian Henckel von Donnersmarck,"Drama,Mystery,Thriller"
90.0,The Red and the White,Miklós Jancsó,"Drama,War"
82.0,Fatty Drives the Bus,Mick Napier,"Comedy,Fantasy"
98.0,City on Fire,Ringo Lam,"Action,Crime,Drama"
116.0,"Goodbye South, Goodbye",Hsiao-Hsien Hou,"Crime,Drama"
79.0,Nanook of the North,Robert J. Flaherty,Documentary
102.0,Don't Torture a Duckling,Lucio Fulci,"Horror,Mystery,Thriller"
103.0,Resurrection,Daniel Petrie,"Drama,Fantasy"
92.0,Youth of the Beast,Seijun Suzuki,"Action,Crime,Mystery"
114.0,Go Tell the Spartans,Ted Post,"Drama,War"
108.0,They Call Me Mister Tibbs!,Gordon Douglas,"Crime,Drama,Mystery"
108.0,Take the Lead,Liz Friedlander,"Drama,Music"
107.0,The Lacemaker,Claude Goretta,"Drama,Romance"
110.0,The Devil and Daniel Johnston,Jeff Feuerzeig,"Biography,Documentary,Music"
85.0,L’argent,Robert Bresson,"Crime,Drama"
65.0,The Trial of Joan of Arc,Robert Bresson,"Biography,Drama,History"
81.0,Mouchette,Robert Bresson,Drama
112.0,The Caiman,Nanni Moretti,"Comedy,Drama,Romance"
110.0,Lucky Number Slevin,Paul McGuigan,"Crime,Drama,Thriller"
81.0,The Wild Blue Yonder,Werner Herzog,Sci-Fi
81.0,Wheel of Time,Werner Herzog,Documentary
78.0,Riot On!,Kim Finn,Documentary
121.0,Volver,Pedro Almodóvar,"Comedy,Drama"
0.0,The N Word,Todd Williams,Documentary
112.0,Akeelah and the Bee,Doug Atchison,"Drama,Family"
106.0,Lisbela and the Prisoner,"Guel Arraes, Ligia Feliciano","Comedy,Romance"
74.0,Brainstorm,Laís Bodanzky,Drama
93.0,Urban Legends: Bloody Mary,,
89.0,Larry the Cable Guy: Health Inspector,Trent Cooper,"Comedy,Romance"
100.0,Stay Alive,William Brent Bell,"Fantasy,Horror,Mystery"
90.0,Annie Oakley,George Stevens,"Biography,Drama,Western"
114.0,Basic Instinct 2,Michael Caton-Jones,"Drama,Mystery,Thriller"
110.0,Brick,Rian Johnson,"Crime,Drama,Mystery"
102.0,The Brothers Lionheart,Olle Hellbom,"Family,Fantasy"
90.0,The Dead Hate the Living!,,
93.0,Evil Aliens,Jake West,"Comedy,Horror,Sci-Fi"
78.0,Santa's Slay,David Steiman,"Comedy,Fantasy,Horror"
80.0,The Dark Hours,Paul Fox,"Horror,Thriller"
98.0,This Film Is Not Yet Rated,Kirby Dick,Documentary
101.0,Fragile,Jaume Balagueró,"Horror,Mystery,Thriller"
105.0,ATL,Chris Robinson,"Comedy,Crime,Drama"
97.0,The Brotherhood of Justice,,
95.0,Slither,James Gunn,"Comedy,Horror,Sci-Fi"
80.0,The Benchwarmers,Dennis Dugan,"Comedy,Sport"
99.0,Phat Girlz,Nnegest Likké,Comedy
105.0,Renaissance,Christian Volckman,"Action,Animation,Sci-Fi"
136.0,Go for Zucker,Dani Levy,"Comedy,Drama"
93.0,The Curse of the Werewolf,Terence Fisher,Horror
94.0,Dead Fish,Charley Stadler,"Action,Comedy,Crime"
88.0,Friends with Money,Nicole Holofcener,"Comedy,Drama,Romance"
115.0,The King Is Dancing,Gérard Corbiau,"Drama,History,Music"
90.0,Keane,Lodge Kerrigan,"Drama,Mystery,Thriller"
109.0,Reefer Madness: The Movie Musical,,
111.0,I Love Your Work,Adam Goldberg,"Drama,Mystery"
102.0,Beauty and the Bastard,Dome Karukoski,"Drama,Music,Romance"
56.0,Dementia,"John Parker, Bruno VeSota","Drama,Film-Noir,Horror"
107.0,Magic,Richard Attenborough,"Drama,Horror"
116.0,Candy,Neil Armfield,"Drama,Romance"
97.0,Secrets of a Soul,Georg Wilhelm Pabst,Drama
95.0,The Child,"Jean-Pierre Dardenne, Luc Dardenne","Crime,Drama,Romance"
128.0,9/11,,
138.0,"Lacombe, Lucien",Louis Malle,"Drama,War"
91.0,Hoot,Wil Shriner,"Adventure,Comedy,Family"
97.0,Where the Red Fern Grows,Norman Tokar,"Drama,Family"
83.0,Scary Movie 4,David Zucker,Comedy
103.0,Hard Candy,David Slade,"Drama,Thriller"
91.0,Dead Birds,Alex Turner,"Horror,Thriller,Western"
96.0,La Chinoise,Jean-Luc Godard,"Comedy,Drama"
97.0,Shutter,"Banjong Pisanthanakun, Parkpoom Wongpoom","Horror,Mystery,Thriller"
105.0,A Prairie Home Companion,Robert Altman,"Comedy,Drama,Music"
113.0,Even Money,Mark Rydell,"Crime,Drama"
129.0,The Chess Players,Satyajit Ray,"Comedy,Drama,History"
83.0,Pinocchio and the Emperor of the Night,Hal Sutherland,"Adventure,Animation,Family"
105.0,Corvette Summer,Matthew Robbins,"Adventure,Comedy"
108.0,The Sentinel,Clark Johnson,"Action,Crime,Thriller"
108.0,Mirage,Edward Dmytryk,"Mystery,Thriller"
102.0,The President's Last Bang,Im Sang-soo,"Comedy,Drama,History"
94.0,The Wild,Steve 'Spaz' Williams,"Adventure,Animation,Comedy"
89.0,My Brother's Wife,Ricardo de Montreuil,Drama
125.0,Silent Hill,Christophe Gans,"Horror,Mystery"
96.0,Battle in Heaven,Carlos Reygadas,"Crime,Drama"
107.0,American Dreamz,Paul Weitz,"Comedy,Music"
95.0,Hôtel du Nord,Marcel Carné,"Comedy,Drama,Romance"
103.0,Irresistible,Ann Turner,"Drama,Mystery,Thriller"
89.0,Mata Hari,George Fitzmaurice,"Crime,Drama,Romance"
99.0,23,Hans-Christian Schmid,"Drama,Thriller"
107.0,Kinky Boots,Julian Jarrold,"Comedy,Drama,Music"
85.0,The Glass Key,Stuart Heisler,"Crime,Drama,Film-Noir"
108.0,The Protector,Prachya Pinkaew,"Action,Crime,Drama"
126.0,Mission: Impossible III,J.J. Abrams,"Action,Adventure,Thriller"
114.0,The Wayward Cloud,Tsai Ming-liang,"Comedy,Drama,Musical"
140.0,Die Nibelungen: Siegfried,Fritz Lang,"Adventure,Drama,Fantasy"
129.0,Die Nibelungen: Kriemhild's Revenge,Fritz Lang,"Adventure,Drama,Fantasy"
96.0,The Coast Guard,Kim Ki-duk,"Drama,War"
99.0,RV,Barry Sonnenfeld,"Adventure,Comedy,Family"
111.0,United 93,Paul Greengrass,"Action,Drama,History"
105.0,Stick It,Jessica Bendinger,"Comedy,Drama,Sport"
99.0,Secret Beyond the Door,Fritz Lang,"Drama,Film-Noir,Mystery"
87.0,Man Push Cart,Ramin Bahrani,Drama
143.0,The World,Jia Zhang-ke,Drama
112.0,Soldier Blue,Ralph Nelson,"Drama,War,Western"
104.0,Footlight Parade,Lloyd Bacon,"Comedy,Musical,Romance"
64.0,LolliLove,Jenna Fischer,Comedy
83.0,An American Haunting,Courtney Solomon,"Drama,Horror,Mystery"
112.0,Down in the Valley,David Jacobson,"Drama,Romance,Thriller"
132.0,The Hidden Blade,Yôji Yamada,"Drama,History,Romance"
83.0,Over the Hedge,"Tim Johnson, Karey Kirkpatrick","Adventure,Animation,Comedy"
102.0,Art School Confidential,Terry Zwigoff,"Comedy,Drama,Romance"
99.0,Poseidon,Wolfgang Petersen,"Action,Adventure,Thriller"
149.0,The Da Vinci Code,Ron Howard,"Mystery,Thriller"
104.0,X-Men: The Last Stand,Brett Ratner,"Action,Adventure,Sci-Fi"
106.0,The Break-Up,Peyton Reed,"Comedy,Drama,Romance"
120.0,Peaceful Warrior,Victor Salva,"Drama,Romance,Sport"
90.0,Twelve and Holding,Michael Cuesta,Drama
120.0,Wah-Wah,Richard E. Grant,"Comedy,Drama"
90.0,Keeping Up with the Steins,Scott Marshall,Comedy
117.0,Cars,"John Lasseter, Joe Ranft","Adventure,Animation,Comedy"
111.0,Wassup Rockers,Larry Clark,"Adventure,Comedy,Drama"
144.0,The Lost City,Andy Garcia,"Drama,Romance"
90.0,Standing Still,Matthew Cole Weiss,"Comedy,Drama,Romance"
100.0,Carlito's Way: Rise to Power,,
83.0,Conspirators of Pleasure,Jan Svankmajer,"Comedy,Drama"
87.0,Tall in the Saddle,Edwin L. Marin,"Drama,Western"
80.0,Beyond a Reasonable Doubt,Fritz Lang,"Crime,Drama,Film-Noir"
93.0,Sinbad of the Seven Seas,"Enzo G. Castellari, Luigi Cozzi","Adventure,Fantasy"
104.0,The Earth Is a Sinful Song,Rauni Mollberg,Drama
123.0,Shanghai Dreams,Xiaoshuai Wang,Drama
94.0,Vera Cruz,Robert Aldrich,"Adventure,Drama,Western"
91.0,The Notorious Bettie Page,Mary Harron,"Biography,Drama"
94.0,The Mechanik,Dolph Lundgren,"Action,Drama,Thriller"
90.0,Parting Glances,Bill Sherwood,"Drama,Music,Romance"
87.0,Game 6,Michael Hoffman,"Comedy,Drama,Sport"
95.0,American Gun,Aric Avelino,Drama
103.0,Marilyn Hotchkiss' Ballroom Dancing & Charm School,Randall Miller,"Comedy,Drama,Musical"
98.0,On a Clear Day,Gaby Dellal,"Comedy,Drama,Romance"
110.0,The Omen,John Moore,"Drama,Fantasy,Horror"
105.0,The King,James Marsh,"Drama,Thriller"
92.0,Nacho Libre,Jared Hess,"Comedy,Family,Sport"
99.0,The Lake House,Alejandro Agresti,"Drama,Fantasy,Romance"
107.0,Click,Frank Coraci,"Comedy,Drama,Fantasy"
71.0,The Seventh Victim,Mark Robson,"Drama,Horror,Mystery"
111.0,Bleak Moments,Mike Leigh,"Comedy,Drama"
221.0,Edvard Munch,,
75.0,The Ace of Hearts,Wallace Worsley,"Crime,Drama,Mystery"
109.0,The Devil Wears Prada,David Frankel,"Comedy,Drama"
151.0,Pirates of the Caribbean: Dead Man's Chest,Gore Verbinski,"Action,Adventure,Fantasy"
108.0,"You, Me and Dupree","Anthony Russo, Joe Russo","Comedy,Romance"
97.0,Clerks II,Kevin Smith,Comedy
110.0,Lady in the Water,M. Night Shyamalan,"Drama,Fantasy,Mystery"
95.0,My Super Ex-Girlfriend,Ivan Reitman,"Comedy,Romance,Sci-Fi"
89.0,Tammy and the Bachelor,Joseph Pevney,"Comedy,Romance"
94.0,Lady on a Train,Charles David,"Comedy,Crime,Film-Noir"
104.0,Nightmare Castle,Mario Caiano,Horror
81.0,Let It Be,Michael Lindsay-Hogg,"Documentary,Music"
118.0,"Farewell, Home Sweet Home",Otar Iosseliani,"Comedy,Drama"
84.0,See No Evil,Gregory Dark,"Action,Horror,Thriller"
123.0,Marie Antoinette,Sofia Coppola,"Biography,Drama,History"
105.0,Lady in the Lake,Robert Montgomery,"Crime,Drama,Film-Noir"
